6E-03 26   0.5   0.489575   0.010425       2.484       5.0       2.5       1.0
6E-03 27   0.5   0.484643   0.015357       4.962      10.0       2.5       1.0
6E-03 28   0.5   0.464914   0.035086      14.875      30.0       2.5       1.0
6E-03 29   0.7   0.293521   0.006479       0.501       1.0       2.5       1.0
6E-03 30   0.7   0.292732   0.007268       0.898       1.8       2.5       1.0
6E-03 31   0.7   0.292534   0.007466       0.997       2.0       2.5       1.0
6E-03 32   0.7   0.292337   0.007663       1.096       2.2       2.5       1.0
6E-03 33   0.7   0.289575   0.010425       2.484       5.0       2.5       1.0
6E-03 34   0.7   0.284643   0.015357       4.962      10.0       2.5       1.0
6E-03 35   0.7   0.264914   0.035086      14.875      30.0       2.5       1.0
6E-03 36   0.8   0.193521   0.006479       0.501       1.0       2.5       1.0
6E-03 37   0.8   0.192732   0.007268       0.898       1.8       2.5       1.0
6E-03 38   0.8   0.192534   0.007466       0.997       2.0       2.5       1.0
6E-03 39   0.8   0.192337   0.007663       1.096       2.2       2.5       1.0
6E-03 40   0.8   0.189575   0.010425       2.484       5.0       2.5       1.0
6E-03 41   0.8   0.184643   0.015357       4.962      10.0       2.5       1.0
6E-03 42   0.8   0.164914   0.035086      14.875      30.0       2.5       1.0
6E-03 43   0.5   0.492722   0.007278       0.501       1.0       5.0       1.0
6E-03 44   0.5   0.491933   0.008067       0.898       1.8       5.0       1.0
6E-03 45   0.5   0.491736   0.008264       0.997       2.0       5.0       1.0
6E-03 46   0.5   0.491539   0.008461       1.096       2.2       5.0       1.0
6E-03 47   0.5   0.488777   0.011223       2.484       5.0       5.0       1.0
6E-03 48   0.5   0.483844   0.016156       4.962      10.0       5.0       1.0
6E-03 49   0.5   0.464115   0.035885      14.875      30.0       5.0       1.0
6E-03 50   0.7   0.292722   0.007278       0.501       1.0       5.0       1.0
6E-03 51   0.7   0.291933   0.008067       0.898       1.8       5.0       1.0
6E-03 52   0.7   0.291736   0.008264       0.997       2.0       5.0       1.0
6E-03 53   0.7   0.291539   0.008461       1.096       2.2       5.0       1.0
6E-03 54   0.7   0.288777   0.011223       2.484       5.0       5.0       1.0
6E-03 55   0.7   0.283844   0.016156       4.962      10.0       5.0       1.0
6E-03 56   0.7   0.264115   0.035885      14.875      30.0       5.0       1.0
6E-03 57   0.8   0.192722   0.007278       0.501       1.0       5.0       1.0
6E-03 58   0.8   0.191933   0.008067       0.898       1.8       5.0       1.0
6E-03 59   0.8   0.191736   0.008264       0.997       2.0       5.0       1.0
6E-03 60   0.8   0.191539   0.008461       1.096       2.2       5.0       1.0
6E-03 61   0.8   0.188777   0.011223       2.484       5.0       5.0       1.0
6E-03 62   0.8   0.183844   0.016156       4.962      10.0       5.0       1.0
6E-03 63   0.8   0.164115   0.035885      14.875      30.0       5.0       1.0
5E-03  1   0.5   0.495000   0.005000       0.501       1.0       1.0       1.0
5E-03  2   0.5   0.494342   0.005658       0.898       1.8       1.0       1.0
5E-03  3   0.5   0.494178   0.005822       0.997       2.0       1.0       1.0
5E-03  4   0.5   0.494014   0.005986       1.096       2.2       1.0       1.0
5E-03  5   0.5   0.491712   0.008288       2.484       5.0       1.0       1.0
5E-03  6   0.5   0.487602   0.012398       4.962      10.0       1.0       1.0
5E-03  7   0.5   0.471161   0.028839      14.875      30.0       1.0       1.0
5E-03  8   0.7   0.295000   0.005000       0.501       1.0       1.0       1.0
5E-03  9   0.7   0.294342   0.005658       0.898       1.8       1.0       1.0
5E-03 10   0.7   0.294178   0.005822       0.997       2.0       1.0       1.0
5E-03 11   0.7   0.294014   0.005986       1.096       2.2       1.0       1.0
5E-03 12   0.7   0.291712   0.008288       2.484       5.0       1.0       1.0
5E-03 13   0.7   0.287602   0.012398       4.962      10.0       1.0       1.0
5E-03 14   0.7   0.271161   0.028839      14.875      30.0       1.0       1.0
5E-03 15   0.8   0.195000   0.005000       0.501       1.0       1.0       1.0
5E-03 16   0.8   0.194342   0.005658       0.898       1.8       1.0       1.0
5E-03 17   0.8   0.194178   0.005822       0.997       2.0       1.0       1.0
5E-03 18   0.8   0.194014   0.005986       1.096       2.2       1.0       1.0
5E-03 19   0.8   0.191712   0.008288       2.484       5.0       1.0       1.0
5E-03 20   0.8   0.187602   0.012398       4.962      10.0       1.0       1.0
5E-03 21   0.8   0.171161   0.028839      14.875      30.0       1.0       1.0
5E-03 22   0.5   0.494601   0.005399       0.501       1.0       2.5       1.0
5E-03 23   0.5   0.493943   0.006057       0.898       1.8       2.5       1.0
5E-03 24   0.5   0.493779   0.006221       0.997       2.0       2.5       1.0
5E-03 25   0.5   0.493614   0.006386       1.096       2.2       2.5       1.0
5E-03 26   0.5   0.491313   0.008687       2.484       5.0       2.5       1.0
5E-03 27   0.5   0.487202   0.012798       4.962      10.0       2.5       1.0
5E-03 28   0.5   0.470762   0.029238      14.875      30.0       2.5       1.0
5E-03 29   0.7   0.294601   0.005399       0.501       1.0       2.5       1.0
